Date,Customer,Sales Person,Customer_Age,Customer_Gender,State,Product_Category,Sub_Category,Payment Option,Quantity,Unit_Cost,Unit_Price
11-Apr-16,Low,Kenny,46,F,Anambra,Clothing,Tshirts,Cash,3,36,50
25-Dec-15,Low,Kenny,46,F,Anambra,Accessories,Keyboard,Cash,2,15,18.5
25-Dec-15,Low,Kenny,46,F,Anambra,Clothing,Tshirts,Cash,3,57,73.33
22-Aug-15,Low,Kenny,46,M,Bayelsa,Clothing,Shorts,Cash,3,443.33,368.33
22-Aug-15,Low,Kenny,46,M,Bayelsa,Clothing,Jerseys,Cash,1,300,478
1-Mar-16,Low,Kenny,46,M,Bauchi,Accessories,Wrist Watch,Cash,3,163.33,248
23-Apr-16,Low,Kenny,29,M,Bauchi,Accessories,Wrist Watch,Cash,2,227.5,355
3-May-16,Low,Kenny,29,M,Bauchi,Clothing,Tshirts,Cash,1,108,159
8-Jul-15,Low,Kenny,29,M,Bauchi,Accessories,Keyboard,Cash,2,279.5,371
8-Jul-15,Low,Kenny,29,M,Bauchi,Accessories,Keyboard,Cash,3,24,35
2-Dec-15,Low,Kenny,29,M,Bauchi,Accessories,Keyboard,Cash,2,40,56.5
2-Dec-15,Low,Kenny,29,M,Bauchi,Accessories,Wrist Watch,Cash,2,87.5,108.5
2-Dec-15,Low,Kenny,29,M,Bauchi,Clothing,Tshirts,Cash,3,45,57
30-Jun-16,Low,Kenny,29,F,Borno,Phones,IPhone,Cash,3,773.33,1001.67
30-Jun-16,Low,Kenny,29,M,Borno,Accessories,Ear Piece,Cash,2,45,71
30-Jun-16,Low,Kenny,29,M,Borno,Accessories,Ear Piece,Cash,1,105,151
30-Jun-16,Low,Kenny,29,M,Borno,Accessories,Wrist Watch,Cash,2,437.5,728
1-Aug-15,Low,Kenny,29,M,Ebonyi,Clothing,Shorts,Cash,3,420,342
1-Aug-15,Low,Kenny,29,M,Ebonyi,Clothing,Jerseys,Cash,2,275,450
28-Jan-16,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,1,2443,2863
6-Mar-16,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,2,270,340
11-Jun-16,Low,Kenny,29,F,Akwa Ibom,Phones,IPhone,Cash,3,765,943.67
11-Jun-16,Low,Kenny,29,M,Akwa Ibom,Accessories,Screen Guard,Cash,1,396,591
11-Jun-16,Low,Kenny,29,M,Akwa Ibom,Clothing,Jerseys,Cash,1,1450,2118
11-Mar-15,Low,Kenny,29,F,Akwa Ibom,Phones,IPhone,Cash,3,683,734.33
30-Apr-15,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,3,814.33,977
11-Jul-15,Low,Kenny,29,F,Akwa Ibom,Phones,IPhone,Cash,1,2295,2557
12-Oct-15,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,3,814.33,967.67
17-Oct-15,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,2,1221.5,1436
10-Nov-15,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,3,180,199
10-Nov-15,Low,Kenny,29,M,Akwa Ibom,Clothing,Jerseys,Cash,2,400,520.5
8-Dec-15,Low,Kenny,29,M,Akwa Ibom,Phones,Samsung,Cash,1,1701,1804
14-Nov-15,Low,Kenny,29,M,Imo,Clothing,Shorts,Cash,1,70,86
14-Nov-15,Low,Kenny,29,M,Imo,Clothing,Jerseys,Cash,3,450,379
19-Jul-16,Low,Kenny,29,F,Bauchi,Accessories,Keyboard,Cash,2,300,494
19-Jul-16,Low,Kenny,29,F,Bauchi,Accessories,Keyboard,Cash,2,19.5,30
3-Aug-15,Low,Kenny,29,F,Bauchi,Accessories,Keyboard,Cash,1,20,26
4-Feb-16,Low,Kenny,29,F,Enugu,Phones,Samsung,Cash,3,814.33,963.33
4-Feb-16,Low,Kenny,53,F,Enugu,Accessories,Ear Piece,Cash,1,120,165
4-Feb-16,Low,Kenny,53,F,Enugu,Accessories,Ear Piece,Cash,3,24,24.67
22-Dec-15,Low,Kenny,53,F,Enugu,Phones,IPhone,Cash,2,1147.5,1291
22-Dec-15,Low,Kenny,53,F,Enugu,Accessories,Ear Piece,Cash,1,300,354
22-Dec-15,Low,Kenny,53,F,Enugu,Accessories,Ear Piece,Cash,3,50,74.67
22-Dec-15,Low,Kenny,53,F,Enugu,Clothing,Jerseys,Cash,2,108,141.5
29-Dec-15,Low,Kenny,53,M,Enugu,Phones,Infinix,Cash,3,794.67,568.67
21-Jan-16,Low,Kenny,53,M,Bayelsa,Accessories,Keyboard,Cash,3,210,290.67
21-Jan-16,Low,Kenny,52,M,Bayelsa,Accessories,Keyboard,Cash,3,38.33,39
17-Feb-16,Low,Kenny,52,M,Bayelsa,Phones,Samsung,Cash,3,814.33,1114.67
17-Feb-16,Low,Kenny,52,M,Bayelsa,Accessories,Keyboard,Cash,2,34,35.5
17-Feb-16,Low,Kenny,52,M,Bayelsa,Accessories,Keyboard,Cash,2,407.5,536
17-Feb-16,Low,Kenny,52,M,Bayelsa,Clothing,Vests,Cash,3,338.67,307.33
12-Mar-15,Low,Kenny,52,M,Bayelsa,Phones,Samsung,Cash,2,1091,1313
2-Sep-15,Low,Kenny,52,M,Bayelsa,Phones,Samsung,Cash,3,567,374.67
7-Dec-15,Low,Kenny,52,M,Bayelsa,Phones,Infinix,Cash,1,2384,1775
7-Dec-15,Low,Kenny,52,M,Bayelsa,Accessories,Keyboard,Cash,3,164.33,183.33
7-Dec-15,Low,Kenny,52,M,Bayelsa,Accessories,Keyboard,Cash,2,57.5,86.5
7-Dec-15,Low,Kenny,52,M,Bayelsa,Accessories,Keyboard,Cash,2,9,8.5
22-Dec-15,Low,Kenny,52,F,Bayelsa,Phones,IPhone,Cash,1,2295,1714
24-Dec-15,Low,Kenny,52,F,Bayelsa,Phones,IPhone,Cash,3,765,594.67
24-Dec-15,Low,Kenny,52,M,Bayelsa,Accessories,Ear Piece,Cash,1,160,162
18-Jul-16,Low,Kenny,52,M,Edo,Accessories,Ear Piece,Cash,1,150,205
18-Jul-16,Low,Kenny,52,M,Edo,Accessories,Wrist Watch,Cash,2,350,313
15-May-16,Low,Kenny,52,M,Borno,Phones,Infinix,Cash,3,247.33,296.67
15-May-16,Low,Kenny,51,M,Borno,Accessories,Wrist Watch,Cash,3,163.33,269.67
15-May-16,Low,Kenny,51,M,Borno,Clothing,Tshirts,Cash,2,4.5,7
21-May-16,Low,Kenny,51,M,Borno,Phones,Samsung,Cash,2,270,391
21-May-16,Low,Kenny,51,M,Borno,Accessories,Wrist Watch,Cash,1,560,878
3-Dec-15,Low,Kenny,51,F,Borno,Phones,IPhone,Cash,3,773.33,858.67
3-Dec-15,Low,Kenny,51,M,Borno,Accessories,Ear Piece,Cash,2,35,43
11-Apr-16,Low,Kenny,51,M,Akwa Ibom,Phones,Infinix,Cash,2,1192,1376
18-Jun-16,Low,Kenny,51,F,Akwa Ibom,Phones,Samsung,Cash,3,180,215.67
29-Jun-16,Low,Kenny,51,M,Akwa Ibom,Phones,Infinix,Cash,2,371,432
20-Sep-15,Low,Kenny,51,M,Akwa Ibom,Phones,Infinix,Cash,3,794.67,895
29-Nov-15,Low,Kenny,51,F,Akwa Ibom,Phones,Samsung,Cash,3,567,654
11-Dec-15,Low,Kenny,51,M,Abuja,Clothing,Vests,Cash,1,826,828
19-Feb-16,Low,Kenny,51,F,Abuja,Clothing,Tshirts,Cash,2,9,12
1-Mar-16,Low,Kenny,51,F,Abuja,Clothing,Tshirts,Cash,3,12,16.67
4-Apr-16,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,2,301,411
8-Apr-16,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,3,141.67,163.67
11-Apr-16,Low,Kenny,51,F,Abuja,Clothing,Tshirts,Cash,3,72,100
9-Jun-16,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,3,120,158
9-Jun-16,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,2,7.5,9.5
2-Aug-15,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,1,15,17
2-Aug-15,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,1,406,449
2-Aug-15,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,3,50,53.67
2-Aug-15,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,2,32.5,35.5
13-Nov-15,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,3,19.33,21
13-Nov-15,Low,Kenny,51,F,Abuja,Accessories,Keyboard,Cash,3,6.67,7
11-Jan-16,Low,Kenny,51,M,Abuja,Phones,Infinix,Cash,2,1192,1239
20-Jan-16,Low,Kenny,44,M,Abuja,Phones,Infinix,Cash,3,794.67,893
28-Jan-16,Low,Kenny,44,M,Abuja,Phones,Infinix,Cash,3,794.67,866
5-Mar-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,1,2049,2086
19-Mar-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,3,690.33,669
21-Jul-15,Low,Kenny,44,M,Abuja,Phones,Infinix,Cash,2,1192,986
7-Sep-15,Low,Kenny,44,M,Abuja,Phones,Infinix,Cash,2,1192,1198
9-Sep-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,2,1160,1039
15-Sep-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,1,2320,2136
4-Oct-15,Low,Kenny,44,M,Abuja,Phones,Infinix,Cash,1,2384,2060
16-Oct-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,3,773.33,763.33
19-Oct-15,Low,Kenny,44,M,Abuja,Phones,Infinix,Cash,1,2384,2083
22-Oct-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,2,1160,960.5
12-Dec-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,3,765,784.33
19-Dec-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,3,765,718.67
29-Dec-15,Low,Kenny,44,F,Abuja,Phones,IPhone,Cash,1,2320,2314
25-May-16,Low,Kenny,44,M,Abuja,Accessories,Mouse,Cash,2,385,456
20-Jun-16,Low,Kenny,44,M,Abuja,Accessories,Mouse,Cash,2,522.5,714
30-Apr-16,Low,Kenny,44,F,Anambra,Accessories,Ear Piece,Cash,2,40,64
30-Apr-16,Low,Kenny,43,F,Anambra,Accessories,Ear Piece,Cash,1,120,193
30-Apr-16,Low,Kenny,43,F,Anambra,Clothing,Vests,Cash,3,550.33,813
19-May-16,Low,Kenny,43,F,Anambra,Accessories,Ear Piece,Cash,3,76.67,124
19-May-16,Low,Kenny,43,F,Anambra,Accessories,Ear Piece,Cash,3,43.33,62
21-Feb-16,Low,Kenny,43,M,Cross River,Accessories,Ear Piece,Cash,3,60,66
21-Feb-16,Low,Kenny,44,M,Cross River,Accessories,Ear Piece,Cash,1,45,39
21-Feb-16,Low,Kenny,44,M,Cross River,Clothing,Vests,Cash,3,233,201.33
22-Dec-15,Low,Kenny,44,M,Edo,Phones,Infinix,Cash,2,1192,827
25-Dec-15,Low,Kenny,45,F,Edo,Phones,IPhone,Cash,2,1160,1234
17-Jun-16,Low,Kenny,45,F,Akwa Ibom,Accessories,Ear Piece,Cash,2,10,15.5
17-Jun-16,Low,Kenny,45,F,Akwa Ibom,Accessories,Ear Piece,Cash,3,46.67,70.67
17-Jun-16,Low,Kenny,45,F,Akwa Ibom,Accessories,Wrist Watch,Cash,1,595,876
29-Jan-16,Low,Kenny,45,F,Benue,Accessories,Ear Piece,Cash,2,45,64.5
29-Jan-16,Low,Kenny,45,F,Benue,Accessories,Wrist Watch,Cash,3,186.67,263
29-Mar-16,Low,Kenny,45,F,Benue,Accessories,Wrist Watch,Cash,1,630,1048
14-Aug-15,Low,Kenny,45,M,Katsina,Accessories,Ear Piece,Cash,1,190,255
20-Feb-16,Low,Kenny,46,M,Borno,Accessories,Ear Piece,Cash,1,220,308
20-Feb-16,Low,Kenny,46,M,Borno,Accessories,Ear Piece,Cash,3,5,7.33
20-Feb-16,Low,Kenny,46,M,Borno,Accessories,Wrist Watch,Cash,3,70,111.33
20-Feb-16,Low,Kenny,46,M,Borno,Clothing,Tshirts,Cash,1,18,27
9-Sep-15,Low,Kenny,46,M,Borno,Accessories,Wrist Watch,Cash,2,350,472
9-Apr-16,Low,Kenny,46,M,Anambra,Accessories,Ear Piece,Cash,2,135,198.5
9-Apr-16,Low,Kenny,46,M,Anambra,Accessories,Ear Piece,Cash,3,40,62.67
9-Apr-16,Low,Kenny,46,M,Anambra,Accessories,Wrist Watch,Cash,1,735,1017
2-May-16,Low,Kenny,46,M,Anambra,Accessories,Wrist Watch,Cash,2,332.5,450.5
4-Jan-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,26.67,36.67
4-Jan-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,174,229
13-Jan-16,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,2,45,55.5
13-Jan-16,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,2,90,111
6-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,212.67,274.33
6-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,70,94.5
20-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,3,100,131.67
20-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,1,65,85
28-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,6.67,7.67
28-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,250,344.67
28-Feb-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,12.33,14.33
1-Mar-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,6.67,8.67
2-Apr-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,304.5,354.5
2-Apr-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,60,79
2-Apr-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,3.67,5.33
19-Apr-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,25,34.5
19-Apr-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,14.67,18.67
2-May-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,125,159.5
11-May-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,48.33,63
11-May-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,35,48
13-May-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,16,18.5
16-Jun-16,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,3,16.67,21
4-Jul-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,268.5,306.5
4-Jul-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,88,102
3-Aug-15,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,3,43.33,50.33
5-Aug-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,279.5,333.5
5-Aug-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,4,4.5
15-Sep-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,54,55.5
2-Oct-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,80,84
2-Oct-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,31,34
6-Oct-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,480,521
6-Oct-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,40,46
6-Oct-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,1,16,19
2-Nov-15,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,1,300,338
2-Nov-15,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,2,37.5,43
3-Dec-15,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,2,5,6
3-Dec-15,Low,Kenny,46,F,Abuja,Accessories,Ear Piece,Cash,2,72.5,78.5
11-Dec-15,Low,Kenny,46,F,Abuja,Accessories,Keyboard,Cash,2,22.5,26.5
4-Jan-16,Low,Kenny,46,F,Abuja,Clothing,Tshirts,Cash,2,4.5,5.5
6-Feb-16,Low,Kenny,46,F,Abuja,Clothing,Tshirts,Cash,3,39,50.67
20-May-16,Low,Kenny,46,F,Abuja,Clothing,Tshirts,Cash,3,57,74.33
3-Aug-15,Low,Kenny,46,F,Abuja,Clothing,Tshirts,Cash,2,126,140
3-Dec-15,Low,Kenny,46,F,Abuja,Clothing,Jerseys,Cash,2,725,773.5
6-Jul-16,Low,Kenny,46,F,Akwa Ibom,Accessories,Ear Piece,Cash,3,26.67,40.33
6-Jul-16,Low,Kenny,47,F,Akwa Ibom,Accessories,Wrist Watch,Cash,1,945,1291
7-Jul-16,Low,Kenny,47,F,Akwa Ibom,Accessories,Wrist Watch,Cash,3,233.33,342.33
1-Jan-16,Low,Kenny,47,M,Abuja,Phones,Infinix,Cash,1,2384,2959
1-Jan-16,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,1,805,1023
4-Mar-16,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,1,105,128
4-Mar-16,Low,Kenny,47,F,Abuja,Clothing,Tshirts,Cash,1,252,326
30-Mar-16,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,2,5,6
30-Mar-16,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,2,7.5,9
30-Mar-16,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,1,490,628
11-Jul-16,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,2,35,48
16-Mar-15,Low,Kenny,47,F,Abuja,Phones,IPhone,Cash,1,2049,1903
27-Aug-15,Low,Kenny,47,F,Abuja,Clothing,Tshirts,Cash,3,36,40.33
14-Sep-15,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,3,256.67,273.67
15-Oct-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,3,96.67,110
15-Oct-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,1,75,79
30-Oct-15,Low,Kenny,47,F,Abuja,Phones,IPhone,Cash,1,2295,1942
30-Oct-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,2,50,60
30-Oct-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,3,41.67,44.33
14-Nov-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,1,70,75
14-Nov-15,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,3,338.33,372
19-Nov-15,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,3,140,159.33
23-Nov-15,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,2,70,81.5
29-Nov-15,Low,Kenny,47,M,Abuja,Phones,Infinix,Cash,1,2384,2342
29-Nov-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,2,57.5,66.5
29-Nov-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,2,36,39.5
12-Dec-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,1,15,17
12-Dec-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,2,5,5.5
12-Dec-15,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,1,105,119
19-Dec-15,Low,Kenny,47,F,Abuja,Phones,IPhone,Cash,2,1160,1190
19-Dec-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,1,45,50
19-Dec-15,Low,Kenny,47,F,Abuja,Accessories,Ear Piece,Cash,3,43.33,43
19-Dec-15,Low,Kenny,47,F,Abuja,Accessories,Wrist Watch,Cash,3,198.33,221.33
19-Dec-15,Low,Kenny,47,F,Abuja,Clothing,Tshirts,Cash,1,126,124
12-Apr-16,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,2,245,296.5
11-Jun-16,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,1,35,43
22-Jul-16,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,2,507.5,655.5
28-Jul-15,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,3,11.67,14.33
10-Sep-15,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,3,303.33,328.33
4-Nov-15,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,3,93.33,111.67
21-Dec-15,Low,Kenny,47,M,Abuja,Accessories,Wrist Watch,Cash,1,1015,1069
23-Jan-16,Low,Kenny,47,M,Gombe,Phones,Infinix,Cash,1,2384,1857
23-Jan-16,Low,Kenny,48,M,Gombe,Accessories,Ear Piece,Cash,1,45,52
23-Jan-16,Low,Kenny,48,M,Gombe,Accessories,Ear Piece,Cash,3,69,110
2-Feb-16,Low,Kenny,48,M,Gombe,Phones,Samsung,Cash,2,1221.5,1271
2-Feb-16,Low,Kenny,48,M,Gombe,Accessories,Wrist Watch,Cash,1,140,237
14-Dec-15,Low,Kenny,48,F,Gombe,Phones,IPhone,Cash,2,1147.5,938.5
20-Jun-16,Low,Kenny,48,M,Borno,Phones,Infinix,Cash,1,742,964
29-Jun-16,Low,Kenny,48,M,Borno,Phones,Samsung,Cash,1,540,760
14-Dec-15,Low,Kenny,48,F,Borno,Phones,IPhone,Cash,2,1160,1327
14-Dec-15,Low,Kenny,48,M,Borno,Accessories,Ear Piece,Cash,1,100,133
14-Dec-15,Low,Kenny,48,M,Borno,Accessories,Ear Piece,Cash,2,57.5,75.5
29-Jun-16,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,3,36,59.33
29-Jun-16,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,2,10.5,16
29-Jun-16,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,1,80,112
29-Jun-16,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,1,319,518
28-Dec-15,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,1,9,12
29-Dec-15,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,2,44,52.5
29-Dec-15,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,3,14.33,20.33
29-Dec-15,Low,Kenny,48,M,Benue,Accessories,Keyboard,Cash,3,21.33,28
20-May-16,Low,Kenny,48,M,Abuja,Accessories,Mouse,Cash,1,330,385
8-Dec-15,Low,Kenny,48,M,Abuja,Accessories,Mouse,Cash,3,220,245.33
22-Sep-15,Low,Kenny,48,M,Bayelsa,Accessories,Wrist Watch,Cash,3,105,77.33
29-Oct-15,Low,Kenny,49,M,Bayelsa,Accessories,Wrist Watch,Cash,1,385,292
26-Nov-15,Low,Kenny,49,M,Bayelsa,Accessories,Wrist Watch,Cash,3,338.33,474
8-Jul-16,Low,Kenny,49,M,Ebonyi,Accessories,Keyboard,Cash,2,65,80
8-Jul-16,Low,Kenny,49,M,Ebonyi,Accessories,Keyboard,Cash,2,2,2
8-Jul-16,Low,Kenny,49,M,Ebonyi,Accessories,Keyboard,Cash,1,57,66
9-Nov-15,Low,Kenny,49,F,Adamawa,Clothing,Socks,Cash,1,153,175
7-Dec-15,Low,Kenny,56,M,Abia,Accessories,Memory Card,Cash,3,61,64
9-Jan-16,Low,Kenny,56,M,Abia,Accessories,Wrist Watch,Cash,2,227.5,290.5
29-May-16,Low,Kenny,56,M,Abia,Accessories,Wrist Watch,Cash,1,910,1173
15-Oct-15,Low,Kenny,56,M,Abia,Accessories,Wrist Watch,Cash,3,233.33,265.33
7-Dec-15,Low,Kenny,56,M,Abia,Accessories,Wrist Watch,Cash,2,17.5,20.5
8-Dec-15,Low,Kenny,56,F,Adamawa,Clothing,Jerseys,Cash,2,375,475
8-Dec-15,Low,Kenny,56,F,Adamawa,Clothing,Tshirts,Cash,2,49.5,54.5
9-Jan-16,Low,Kenny,56,M,Abia,Accessories,Screen Guard,Cash,2,307.5,394.5
16-Jan-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,2,25,30.5
16-Jan-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,3,9.67,12.67
1-Mar-16,Low,Kenny,56,F,Abia,Phones,IPhone,Cash,1,2295,2414
1-Mar-16,Low,Kenny,56,M,Abia,Accessories,Screen Guard,Cash,2,285.5,334.5
1-Mar-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,3,12.33,14.67
1-May-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,2,16.5,20.5
20-May-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,3,28.33,34
20-May-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,2,22,29.5
6-Jun-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,2,250,332
17-Jun-16,Low,Kenny,56,F,Abia,Phones,IPhone,Cash,1,2295,2112
17-Jun-16,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,3,1.67,2
6-Mar-15,Low,Kenny,56,M,Abia,Phones,Samsung,Cash,2,391.5,379
15-Oct-15,Low,Kenny,56,F,Abia,Phones,IPhone,Cash,2,1160,1176.5
7-Dec-15,Low,Kenny,56,F,Abia,Phones,IPhone,Cash,3,773.33,816.67
7-Dec-15,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,2,507.5,561.5
7-Dec-15,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,2,9,9
25-Dec-15,Low,Kenny,56,F,Abia,Phones,IPhone,Cash,2,1160,1069.5
25-Dec-15,Low,Kenny,56,M,Abia,Accessories,Keyboard,Cash,3,18.33,20
7-Dec-15,Low,Kenny,56,M,Abia,Clothing,Socks,Cash,2,81,91.5
21-Jul-15,Low,Kenny,56,F,Edo,Phones,IPhone,Cash,3,256.33,269.67
21-Jul-15,Low,Kenny,23,M,Edo,Clothing,Shorts,Cash,3,676.67,590.67
28-Jan-16,Low,Kenny,23,M,Akwa Ibom,Accessories,Keyboard,Cash,2,2.5,3.5
28-Jan-16,Low,Kenny,24,M,Akwa Ibom,Accessories,Keyboard,Cash,2,62.5,94.5
23-Jun-16,Low,Kenny,24,M,Akwa Ibom,Accessories,Keyboard,Cash,1,330,497
23-Jun-16,Low,Kenny,24,M,Akwa Ibom,Accessories,Keyboard,Cash,1,16,23
6-Aug-15,Low,Kenny,24,M,Akwa Ibom,Accessories,Keyboard,Cash,2,55,71
6-Aug-15,Low,Kenny,24,M,Akwa Ibom,Accessories,Keyboard,Cash,1,5,6
6-Aug-15,Low,Kenny,24,M,Akwa Ibom,Accessories,Memory Card,Cash,1,72,104
28-Apr-16,Low,Kenny,24,M,Abuja,Accessories,Laptop Charger,Cash,2,556.5,700.5
1-Mar-16,Low,Kenny,24,F,Borno,Accessories,Keyboard,Cash,2,2.5,3.5
3-Apr-16,Low,Kenny,24,F,Borno,Phones,IPhone,Cash,1,769,1044
3-Apr-16,Low,Kenny,24,F,Borno,Accessories,Keyboard,Cash,1,30,45
3-Apr-16,Low,Kenny,24,F,Borno,Accessories,Keyboard,Cash,1,15,21
7-Jun-16,Low,Kenny,24,F,Borno,Phones,IPhone,Cash,3,773.33,948.67
7-Jun-16,Low,Kenny,24,F,Borno,Accessories,Keyboard,Cash,3,9,12.33
24-Aug-15,Low,Kenny,24,F,Borno,Accessories,Keyboard,Cash,3,24,32.33
14-Sep-15,Low,Kenny,24,F,Borno,Phones,Samsung,Cash,2,560,621
20-Aug-15,Low,Kenny,24,F,Enugu,Phones,IPhone,Cash,2,384.5,471
